G1x,G1y,G1z,G2x,G2y,G2z,Vb1,Vb2,Ac1,AC2,Lables
0.965,-0.082,-0.129,-0.1521,-0.7497,0.7803,8.25E+00,7.13E+00,0.009931,-0.019658,Healthy
1.031,0.066,-0.117,0.1608,-1.2207,1.2435,8.25E+00,7.13E+00,0.011246,-0.019001,Healthy
0.984,-0.07,-0.16,-0.0463,-0.7415,0.9953,8.25E+00,7.13E+00,0.014863,-0.01933,Healthy
0.98,-0.031,-0.125,-0.3631,-1.6861,0.8413,8.25E+00,7.13E+00,0.015191,-0.020316,Healthy
1.027,0.078,-0.125,-0.44,-1.6858,0.6667,8.25E+00,7.12E+00,0.014863,-0.019658,Healthy
0.98,-0.047,-0.145,-0.6653,-1.1184,0.8069,8.24E+00,7.12E+00,0.016178,-0.01933,Healthy
0.98,-0.09,-0.125,-0.5117,-0.7501,1.2989,8.24E+00,7.12E+00,0.017164,-0.017357,Healthy
1.02,0.051,-0.125,-0.168,-0.6574,0.9999,8.24E+00,7.12E+00,0.017822,-0.018343,Healthy
0.98,-0.016,-0.148,0.0116,-0.2682,1.0357,8.24E+00,7.11E+00,0.018479,-0.018343,Healthy
0.965,-0.102,-0.113,0.1827,1.7601,1.1236,8.23E+00,7.11E+00,0.01815,-0.018672,Healthy
1.008,0.098,-0.121,0.0719,1.7979,1.4128,8.23E+00,7.11E+00,0.017164,-0.018672,Healthy
0.98,0.051,-0.145,0.025,1.6651,1.0583,8.23E+00,7.11E+00,0.017493,-0.019658,Healthy
1.039,0.102,-0.125,0.0006,1.9723,0.7612,8.23E+00,7.10E+00,0.01815,-0.019987,Healthy
1.004,0.094,-0.133,-0.1806,1.9498,0.5152,8.23E+00,7.10E+00,0.018808,-0.020316,Healthy
0.992,-0.039,-0.129,-0.4232,1.8208,1.3267,8.22E+00,7.10E+00,0.01552,-0.020316,Healthy
0.969,-0.109,-0.148,0.0238,1.4976,1.1612,8.22E+00,7.10E+00,0.015191,-0.019987,Healthy
1,0.109,-0.125,0.6904,0.9095,0.9853,8.22E+00,7.09E+00,0.017822,-0.01933,Healthy
1.008,-0.027,-0.125,0.3381,0.8909,0.9601,8.22E+00,7.09E+00,0.019794,-0.019987,Healthy
0.973,-0.105,-0.141,0.1329,0.237,0.6056,8.21E+00,7.09E+00,0.019465,-0.020974,Healthy
0.992,0.098,-0.129,-0.0576,-0.8739,1.0633,8.21E+00,7.08E+00,0.018479,-0.020974,Healthy
1.023,-0.004,-0.125,0.1376,-1.5935,0.9536,8.21E+00,7.08E+00,0.018479,-0.020645,Healthy
0.957,-0.141,-0.156,-0.418,-1.7575,0.9259,8.21E+00,7.08E+00,0.02078,-0.020974,Healthy
0.992,0.039,-0.125,-0.7226,-2.048,0.77,8.21E+00,7.08E+00,0.020123,-0.020974,Healthy
1.012,0.02,-0.129,-0.6305,-2.048,0.7079,8.20E+00,7.07E+00,0.017493,-0.020645,Healthy
1.031,0.133,-0.145,-0.2749,-0.9112,1.1552,8.20E+00,7.07E+00,0.017164,-0.019658,Healthy
1.008,0.094,-0.125,-0.2641,-0.1474,1.4815,8.20E+00,7.07E+00,0.015849,-0.019987,Healthy
0.992,0.004,-0.145,-0.3836,-0.3895,0.8352,8.20E+00,7.07E+00,0.015191,-0.019987,Healthy
1.027,-0.078,-0.133,0.954,0.1953,0.6771,8.20E+00,7.06E+00,0.013548,-0.020316,Healthy
0.984,-0.094,-0.145,0.2122,1.3146,1.0951,8.19E+00,7.06E+00,0.012232,-0.020645,Healthy
0.988,-0.027,-0.145,0.2631,2.048,0.8781,8.19E+00,7.06E+00,0.011246,-0.018343,Healthy
1.02,-0.035,-0.109,-0.2249,1.9628,0.8885,8.19E+00,7.06E+00,0.012232,-0.017028,Healthy
1.031,0.094,-0.125,-0.4975,1.5798,0.8346,8.19E+00,7.05E+00,0.010589,-0.016042,Healthy
0.992,-0.004,-0.141,-0.8013,1.3316,0.7565,8.19E+00,7.05E+00,0.008945,-0.016371,Healthy
0.98,-0.094,-0.117,-0.4538,1.8687,1.107,8.18E+00,7.05E+00,0.006643,-0.017357,Healthy
1.031,0.047,-0.133,0.098,1.1902,0.8878,8.18E+00,7.05E+00,0.005986,-0.0167,Healthy
0.988,0.027,-0.141,0.2444,0.1325,0.5923,8.18E+00,7.04E+00,0.007958,-0.0167,Healthy
1.047,0.102,-0.133,0.5218,0.1101,1.0907,8.18E+00,7.04E+00,0.007301,-0.016042,Healthy
0.996,0.121,-0.129,-0.512,-2.048,0.5384,8.17E+00,7.04E+00,0.006972,-0.015713,Healthy
1.004,-0.004,-0.137,-0.8605,-2.048,0.6179,8.17E+00,7.04E+00,0.005657,-0.016042,Healthy
0.973,0.082,-0.125,-0.3389,-1.0845,0.9975,8.17E+00,7.03E+00,0.004671,-0.016042,Healthy
0.973,-0.063,-0.121,-0.1008,-1.1313,0.6172,8.17E+00,7.03E+00,0.005986,-0.017028,Healthy
1.012,0.004,-0.133,-0.2749,-0.8689,0.7261,8.17E+00,7.03E+00,0.005657,-0.016371,Healthy
0.977,-0.082,-0.137,-0.8115,-0.4355,1.1644,8.16E+00,7.02E+00,0.004342,-0.015384,Healthy
0.973,-0.07,-0.121,0.0467,1.2414,1.1565,8.16E+00,7.02E+00,0.003027,-0.014398,Healthy
1.008,0.031,-0.125,0.6301,1.9087,0.8449,8.16E+00,7.02E+00,0.003356,-0.014727,Healthy
0.988,-0.09,-0.148,-0.1203,1.7492,1.0483,8.16E+00,7.02E+00,0.00204,-0.014398,Healthy
0.969,-0.055,-0.125,-0.6279,1.5476,1.0819,8.15E+00,7.01E+00,0.001054,-0.013741,Healthy
1.016,0.043,-0.125,-0.5823,1.9263,1.0182,8.15E+00,7.01E+00,0.000725,-0.012754,Healthy
0.988,-0.098,-0.156,0.3238,1.652,1.0538,8.15E+00,7.01E+00,0.000725,-0.012754,Healthy
0.957,-0.043,-0.125,-0.0663,0.9515,0.8487,8.15E+00,7.01E+00,0.001054,-0.013083,Healthy
1.031,0.059,-0.125,-0.0135,0.5153,1.149,8.15E+00,7.00E+00,0.001712,-0.013083,Healthy
0.98,-0.066,-0.156,-0.2227,-1.2244,0.7516,8.14E+00,7.00E+00,0.001383,-0.013083,Healthy
0.977,-0.094,-0.113,-0.5386,-1.5249,0.76,8.14E+00,7.00E+00,0.002369,-0.013083,Healthy
1.023,0.012,-0.137,-0.8105,-1.664,0.6589,8.14E+00,7.00E+00,0.001054,-0.012097,Healthy
0.984,-0.035,-0.145,-0.7086,-1.9397,0.4769,8.14E+00,6.99E+00,-0.000261,-0.013412,Healthy
0.938,-0.102,-0.105,-0.1816,-0.6442,1.1125,8.14E+00,6.99E+00,-0.001247,-0.014069,Healthy
1.023,0.098,-0.113,0.3311,1.1098,1.3156,8.13E+00,6.99E+00,-0.002234,-0.014398,Healthy
0.984,0.039,-0.141,0.2975,1.3193,1.0457,8.13E+00,6.99E+00,-0.003549,-0.014727,Healthy
1.027,0.102,-0.117,-0.4486,2.048,1.1014,8.13E+00,6.98E+00,-0.004206,-0.014727,Healthy
1.004,0.086,-0.137,0.1028,2.048,1.0555,8.13E+00,6.98E+00,-0.004535,-0.015713,Healthy
0.988,-0.047,-0.121,0.2721,1.9563,0.9106,8.13E+00,6.98E+00,-0.004864,-0.016042,Healthy
0.98,-0.082,-0.121,0.1086,2.048,1.1333,8.12E+00,6.98E+00,-0.003877,-0.016371,Healthy
1.004,0.09,-0.133,0.4974,-0.0187,1.1239,8.12E+00,6.97E+00,-0.002562,-0.0167,Healthy
1,-0.039,-0.129,0.6124,-0.5042,1.0674,8.12E+00,6.97E+00,-0.00059,-0.016042,Healthy
0.969,-0.125,-0.145,-0.0056,-1.1587,0.6351,8.12E+00,6.97E+00,0.000068,-0.016371,Healthy
0.996,0.086,-0.141,-0.4544,-1.3384,0.7576,8.11E+00,6.97E+00,0.000397,-0.016371,Healthy
1.004,-0.008,-0.129,-0.4483,-1.6733,0.4271,8.11E+00,6.96E+00,0.002369,-0.0167,Healthy
0.957,-0.145,-0.156,-0.4299,-1.9845,0.778,8.11E+00,6.96E+00,0.002369,-0.0167,Healthy
1.008,0.059,-0.125,-0.9747,-1.7111,1.1239,8.11E+00,6.96E+00,0.002698,-0.017028,Healthy
1.012,0.008,-0.121,-0.5023,-0.9296,0.8636,8.11E+00,6.95E+00,0.003684,-0.017686,Healthy
1.023,0.125,-0.156,-0.2446,-0.4592,1.3884,8.10E+00,6.95E+00,0.003684,-0.018015,Healthy
1.008,0.082,-0.121,0.6359,-0.5079,1.048,8.10E+00,6.95E+00,0.003027,-0.018343,Healthy
0.973,0.008,-0.117,-0.1348,2.048,1.1066,8.10E+00,6.95E+00,0.00204,-0.018015,Healthy
0.977,-0.082,-0.121,0.4524,2.048,1.0128,8.10E+00,6.94E+00,0.001054,-0.018343,Healthy
0.984,-0.09,-0.137,0.2768,2.048,1.1582,8.10E+00,6.94E+00,0.001054,-0.018672,Healthy
0.988,-0.027,-0.145,-0.1639,2.048,1.2168,8.09E+00,6.94E+00,0.000068,-0.019001,Healthy
0.98,-0.035,-0.121,-0.385,1.7936,0.9518,8.09E+00,6.94E+00,-0.000918,-0.020316,Healthy
1.035,0.098,-0.125,0.2639,0.2864,0.8419,8.09E+00,6.93E+00,-0.001576,-0.020316,Healthy
0.992,-0.008,-0.141,0.2643,-0.0664,0.9231,8.09E+00,6.93E+00,-0.002562,-0.019987,Healthy
0.984,-0.094,-0.121,0.0656,-0.4433,0.7555,8.09E+00,6.93E+00,-0.002234,-0.020316,Healthy
1.027,0.066,-0.125,-0.1017,-1.4265,0.8485,8.08E+00,6.93E+00,-0.002891,-0.02196,Healthy
0.992,0.023,-0.145,-0.0633,-1.3939,0.9342,8.08E+00,6.92E+00,-0.004535,-0.022617,Healthy
1.051,-0.078,-0.133,-0.1912,-1.6473,0.759,8.08E+00,6.92E+00,-0.004535,-0.023604,Healthy
0.977,-0.113,-0.145,-0.79,-1.6803,0.9135,8.08E+00,6.92E+00,-0.003549,-0.023604,Healthy
0.988,0.043,-0.137,-0.0207,-0.3377,1.1826,8.07E+00,6.92E+00,-0.002891,-0.023604,Healthy
1.031,0.082,-0.125,0.9376,-0.4188,0.8065,8.07E+00,6.91E+00,-0.002234,-0.023933,Healthy
1,0.137,-0.113,0.4791,0.8074,0.7034,8.07E+00,6.91E+00,-0.001247,-0.023275,Healthy
0.977,0.027,-0.137,-0.2748,1.8143,1.0074,8.07E+00,6.91E+00,-0.001576,-0.023933,Healthy
0.969,-0.105,-0.145,-0.1112,1.8574,1.0381,8.07E+00,6.91E+00,-0.000261,-0.024919,Healthy
0.969,-0.07,-0.121,0.2174,2.048,1.0099,8.06E+00,6.90E+00,0.000068,-0.025248,Healthy
1.012,0.023,-0.129,0.0051,2.048,0.9353,8.06E+00,6.90E+00,-0.001247,-0.025576,Healthy
0.961,-0.004,-0.129,0.2597,1.2063,1.0885,8.06E+00,6.90E+00,-0.002234,-0.025576,Healthy
0.969,-0.066,-0.125,0.2874,0.4628,0.7733,8.06E+00,6.90E+00,-0.002891,-0.025905,Healthy
1.027,0.039,-0.125,0.4908,0.3415,0.9237,8.06E+00,6.89E+00,-0.003877,-0.027549,Healthy
0.961,-0.105,-0.148,0.0118,-0.0541,0.6489,8.05E+00,6.89E+00,-0.00585,-0.02722,Healthy
0.977,-0.031,-0.125,0.0706,-1.179,0.9273,8.05E+00,6.89E+00,-0.005521,-0.026234,Healthy
1.023,0.059,-0.113,0.0324,-1.4175,1.0547,8.05E+00,6.89E+00,-0.004864,-0.024919,Healthy
0.98,-0.078,-0.148,-0.4057,-1.6892,1.3041,8.05E+00,6.88E+00,-0.00585,-0.024919,Healthy
0.98,-0.086,-0.121,-0.4785,-1.0591,1.0626,8.05E+00,6.88E+00,-0.005193,-0.023933,Healthy
1.012,0.055,-0.125,-0.4782,-0.8594,1.3236,8.04E+00,6.88E+00,-0.004206,-0.024261,Healthy
0.988,-0.051,-0.16,-0.1467,-0.8056,1.3104,8.04E+00,6.88E+00,-0.004535,-0.023933,Healthy
0.973,-0.105,-0.121,0.6917,-0.5625,0.9107,8.04E+00,6.87E+00,-0.003549,-0.023604,Healthy
0.957,0.051,-0.129,0.7411,0.9437,0.9298,8.04E+00,6.87E+00,-0.00322,-0.023933,Healthy
0.977,-0.016,-0.141,0.0854,0.661,0.7401,8.03E+00,6.87E+00,-0.00322,-0.023933,Healthy
0.973,-0.098,-0.125,0.1407,0.6826,0.7607,8.03E+00,6.87E+00,-0.001576,-0.024261,Healthy
1.039,0.113,-0.113,0.0515,0.9911,0.8254,8.03E+00,6.86E+00,-0.00059,-0.023933,Healthy
1.008,0.02,-0.117,0.0198,1.7859,0.9511,8.03E+00,6.86E+00,-0.000261,-0.024261,Healthy
1.039,0.098,-0.121,-0.087,2.048,1.3634,8.03E+00,6.86E+00,0.000068,-0.023933,Healthy
1.004,0.086,-0.125,0.0969,2.048,1.1816,8.02E+00,6.86E+00,-0.000261,-0.023275,Healthy
1.008,-0.047,-0.129,0.174,2.048,1.3306,8.02E+00,6.85E+00,-0.000918,-0.023933,Healthy
0.969,-0.074,-0.133,-0.0716,2.048,1.19,8.02E+00,6.85E+00,-0.001905,-0.024261,Healthy
0.996,0.102,-0.133,-0.1015,2.048,0.8413,8.02E+00,6.85E+00,-0.002234,-0.025248,Healthy
1.008,-0.008,-0.129,-0.4301,1.8116,0.9544,8.02E+00,6.85E+00,-0.00322,-0.025248,Healthy
0.969,-0.129,-0.145,-0.2158,1.5708,1.1211,8.01E+00,6.84E+00,-0.00322,-0.024261,Healthy
0.996,0.094,-0.133,-0.7429,1.5971,1.0584,8.01E+00,6.84E+00,-0.003549,-0.024919,Healthy
1.027,0,-0.129,0.028,1.5254,1.2776,8.01E+00,6.84E+00,-0.004206,-0.024919,Healthy
0.988,0.148,-0.152,0.3646,0.1545,0.5858,8.01E+00,6.84E+00,-0.003877,-0.024919,Healthy
1.008,0.063,-0.125,-0.0245,-0.5134,0.6589,8.01E+00,6.83E+00,-0.004206,-0.022946,Healthy
0.977,-0.059,-0.148,0.1544,-1.7972,0.7262,8.00E+00,6.83E+00,-0.004206,-0.022289,Healthy
0.973,0.145,-0.129,0.1237,-0.4911,1.0867,8.00E+00,6.83E+00,-0.002891,-0.021631,Healthy
0.984,-0.082,-0.125,-0.3026,-1.682,1.083,8.00E+00,6.83E+00,-0.002891,-0.02196,Healthy
0.988,0.012,-0.133,-0.1296,-1.6963,0.8368,8.00E+00,6.82E+00,-0.002234,-0.02196,Healthy
1.039,-0.086,-0.125,-0.1807,-1.5038,1.0332,7.99E+00,6.82E+00,-0.002891,-0.02196,Healthy
0.977,-0.105,-0.141,-0.5465,-1.4255,0.994,7.99E+00,6.82E+00,-0.00322,-0.022289,Healthy
0.984,-0.012,-0.141,-0.3391,-1.3013,1.0573,7.99E+00,6.82E+00,-0.002891,-0.022289,Healthy
0.984,-0.039,-0.125,-0.3458,-0.7573,1.103,7.99E+00,6.81E+00,-0.002562,-0.022617,Healthy
1.039,0.098,-0.117,0.5568,2.028,0.9841,7.99E+00,6.81E+00,-0.002562,-0.022289,Healthy
0.984,0.023,-0.145,0.202,2.048,1.002,7.98E+00,6.81E+00,-0.001576,-0.021631,Healthy
1.027,-0.066,-0.137,0.094,2.048,1.1443,7.98E+00,6.81E+00,-0.000918,-0.021302,Healthy
0.98,-0.098,-0.137,-0.1043,1.9201,0.9466,7.98E+00,6.80E+00,-0.000261,-0.020316,Healthy
0.992,0.043,-0.137,-0.7739,1.6507,1.0209,7.98E+00,6.80E+00,0.000397,-0.019658,Healthy
1.035,0.105,-0.121,0.2717,1.2429,0.9813,7.98E+00,6.80E+00,0.000725,-0.018343,Healthy
1.051,0.02,-0.117,0.336,1.1201,0.8085,7.97E+00,6.80E+00,0.001054,-0.017686,Healthy
0.992,-0.004,-0.117,0.2067,0.747,0.8543,7.97E+00,6.79E+00,0.001712,-0.017357,Healthy
0.965,0.086,-0.121,0.2914,0.3022,0.6338,7.97E+00,6.79E+00,0.00204,-0.017028,Healthy
0.965,-0.066,-0.129,0.3307,-0.4582,0.7486,7.97E+00,6.79E+00,0.001712,-0.017028,Healthy
1,-0.008,-0.137,-0.3823,-1.5789,0.7356,7.97E+00,6.79E+00,0.000397,-0.017028,Healthy
0.973,0.063,-0.129,-0.8927,-1.5228,0.6302,7.96E+00,6.78E+00,0.000397,-0.017028,Healthy
0.961,-0.074,-0.117,-0.2983,-1.7398,0.9544,7.96E+00,6.78E+00,0.000725,-0.0167,Healthy
1.02,0.035,-0.125,-0.6201,-1.9755,0.8129,7.96E+00,6.78E+00,0.000397,-0.016371,Healthy
0.973,-0.066,-0.156,-0.6509,-1.6775,0.9633,7.96E+00,6.78E+00,0.000068,-0.0167,Healthy
0.969,-0.078,-0.117,-0.1334,-0.5981,1.075,7.96E+00,6.77E+00,0.00204,-0.0167,Healthy
1.023,0.063,-0.125,0.5914,-0.6958,0.8391,7.95E+00,6.77E+00,0.002698,-0.017357,Healthy
0.988,-0.051,-0.145,0.4775,0.3464,0.6455,7.95E+00,6.77E+00,0.003356,-0.017357,Healthy
0.98,-0.066,-0.121,0.2187,0.8584,0.9792,7.95E+00,6.77E+00,0.005657,-0.018015,Healthy
0.988,0.063,-0.133,0.2131,1.2881,1.2417,7.95E+00,6.76E+00,0.006315,-0.018343,Healthy
0.988,-0.059,-0.141,-0.0456,2.048,0.9842,7.95E+00,6.76E+00,0.007301,-0.018672,Healthy
0.988,-0.023,-0.121,-0.6347,2.048,1.0302,7.94E+00,6.76E+00,0.008287,-0.018672,Healthy
1.016,0.082,-0.125,-0.9905,1.9606,1.2339,7.94E+00,6.76E+00,0.008616,-0.018672,Healthy
0.988,-0.039,-0.145,-0.4252,1.5989,1.1587,7.94E+00,6.75E+00,0.008616,-0.018672,Healthy
0.977,-0.094,-0.125,-0.0806,1.5275,1.1883,7.94E+00,6.75E+00,0.008287,-0.01933,Healthy
1.016,0.063,-0.121,0.2475,0.5974,0.3986,7.94E+00,6.75E+00,0.00763,-0.017686,Healthy
0.973,0.086,-0.137,0.3018,0.0479,0.6151,7.93E+00,6.75E+00,0.00763,-0.017686,Healthy
1.055,0.125,-0.113,0.2327,-0.1451,1.1344,7.93E+00,6.75E+00,0.007958,-0.017028,Healthy
0.996,0.066,-0.133,0.4116,-0.9457,0.9156,7.93E+00,6.74E+00,0.007301,-0.0167,Healthy
0.996,-0.035,-0.125,0.8004,-0.9384,0.8025,7.93E+00,6.74E+00,0.00763,-0.0167,Healthy
0.965,-0.152,-0.121,-0.9867,-1.8119,0.8099,7.92E+00,6.74E+00,0.008287,-0.017028,Healthy
0.992,0.109,-0.137,-0.5703,-1.5673,0.9324,7.92E+00,6.74E+00,0.007958,-0.017028,Healthy
0.984,-0.012,-0.137,-0.4482,-1.6267,1.1531,7.92E+00,6.73E+00,0.007958,-0.018015,Healthy
0.965,-0.129,-0.148,-0.1405,-1.4547,0.9172,7.92E+00,6.73E+00,0.008616,-0.0167,Healthy
0.984,0.121,-0.137,-0.2388,-0.9329,0.7398,7.92E+00,6.73E+00,0.008945,-0.017686,Healthy
0.996,-0.016,-0.121,0.1817,0.9133,1.1446,7.91E+00,6.73E+00,0.009273,-0.017686,Healthy
0.996,-0.055,-0.148,0.435,1.0914,1.0935,7.91E+00,6.72E+00,0.009273,-0.017357,Healthy
1.008,0.125,-0.133,0.307,1.6028,1.1597,7.91E+00,6.72E+00,0.009273,-0.017028,Healthy
1.023,0.008,-0.129,0.2545,2.048,1.4023,7.91E+00,6.72E+00,0.008945,-0.017357,Healthy
0.996,0.141,-0.145,0.1253,2.048,1.1049,7.91E+00,6.72E+00,0.008945,-0.018343,Healthy
1.027,0.039,-0.125,-0.5028,2.048,1.1772,7.91E+00,6.71E+00,0.00763,-0.019001,Healthy
0.973,-0.074,-0.156,0.103,1.457,0.6686,7.90E+00,6.71E+00,0.00763,-0.018343,Healthy
0.973,-0.102,-0.121,0.4904,0.751,0.7043,7.90E+00,6.71E+00,0.007301,-0.018015,Healthy
0.984,0.055,-0.129,0.2232,0.5575,0.8308,7.90E+00,6.71E+00,0.006643,-0.018343,Healthy
0.98,-0.043,-0.148,0.4304,-0.5477,1.008,7.90E+00,6.70E+00,0.006643,-0.019001,Healthy
0.98,-0.09,-0.117,-0.2453,-0.7424,0.96,7.89E+00,6.70E+00,0.006643,-0.019001,Healthy
1.035,0.098,-0.125,-0.5378,-1.2771,0.9283,7.89E+00,6.70E+00,0.005986,-0.019658,Healthy
0.988,0.008,-0.145,-0.3379,-1.9105,1.0281,7.89E+00,6.70E+00,0.005657,-0.019658,Healthy
1.027,-0.078,-0.117,-0.7686,-1.6973,0.8352,7.89E+00,6.69E+00,0.005328,-0.020645,Healthy
0.984,-0.125,-0.152,-0.5742,-1.5636,0.8012,7.89E+00,6.69E+00,0.004342,-0.021302,Healthy
0.996,0,-0.145,0.0225,-1.66,0.8563,7.88E+00,6.69E+00,0.003027,-0.021302,Healthy
1.027,0.066,-0.125,-0.5249,-1.1561,0.7072,7.88E+00,6.69E+00,0.003027,-0.021302,Healthy
1,0.082,-0.133,-0.5776,-0.9852,0.526,7.88E+00,6.69E+00,0.001383,-0.021631,Healthy
1,-0.043,-0.133,-0.2959,-0.6362,0.863,7.88E+00,6.68E+00,0.001383,-0.021631,Healthy
0.977,0.066,-0.125,0.2165,0.0219,1.2104,7.88E+00,6.68E+00,-0.000261,-0.021631,Healthy
0.969,-0.008,-0.129,0.0545,2.0231,1.0517,7.87E+00,6.68E+00,-0.000918,-0.02196,Healthy
1.004,-0.035,-0.129,0.1381,1.8425,0.9425,7.87E+00,6.67E+00,0.000397,-0.022289,Healthy
0.957,0.102,-0.125,-0.1539,2.048,1.3018,7.87E+00,6.67E+00,0.000397,-0.02196,Healthy
0.984,-0.008,-0.117,-0.219,2.048,0.8325,7.87E+00,6.67E+00,0.000725,-0.02196,Healthy
1.012,-0.008,-0.125,-0.3873,2.0285,0.8935,7.87E+00,6.67E+00,0.001054,-0.022617,Healthy
0.957,0.082,-0.125,-0.0137,1.2519,0.6692,7.86E+00,6.67E+00,0.000397,-0.022289,Healthy
0.977,-0.063,-0.117,0.2604,1.0142,0.9519,7.86E+00,6.66E+00,0.001054,-0.02196,Healthy
1.004,0.008,-0.121,0.4445,1.0704,1.1538,7.86E+00,6.66E+00,0.000725,-0.020645,Healthy
0.996,-0.117,-0.16,0.4155,0.4861,1.1739,7.86E+00,6.66E+00,0.000068,-0.020316,Healthy
0.965,-0.09,-0.113,0.5348,-0.2594,0.8015,7.86E+00,6.66E+00,-0.000918,-0.019987,Healthy
0.969,0.012,-0.117,0.0424,-1.4223,1.1316,7.85E+00,6.65E+00,-0.001247,-0.020316,Healthy
0.988,-0.094,-0.145,-0.3032,-1.2849,0.9414,7.85E+00,6.65E+00,-0.002234,-0.020974,Healthy
0.965,-0.086,-0.121,-0.375,-1.6584,0.7639,7.85E+00,6.65E+00,-0.002234,-0.020316,Healthy
1.023,0.051,-0.129,-0.7721,-1.9844,0.9313,7.85E+00,6.65E+00,-0.002562,-0.019987,Healthy
1.004,-0.035,-0.133,-0.0433,-1.4896,0.9546,7.85E+00,6.64E+00,-0.00322,-0.019987,Healthy
0.965,-0.078,-0.125,-0.5711,-0.6562,1.0537,7.84E+00,6.64E+00,-0.002891,-0.020316,Healthy
1.035,0.074,-0.125,-0.0097,-0.2384,1.2056,7.84E+00,6.64E+00,-0.002891,-0.020645,Healthy
0.977,0.109,-0.141,0.8994,-0.3549,0.6542,7.84E+00,6.64E+00,-0.002891,-0.020316,Healthy
1.035,0.078,-0.129,0.8061,1.2544,0.9423,7.84E+00,6.63E+00,-0.002891,-0.020974,Healthy
0.984,0.02,-0.141,-0.0768,1.6726,1.0042,7.84E+00,6.63E+00,-0.001576,-0.02196,Healthy
0.988,-0.082,-0.125,-0.2864,2.048,1.3624,7.83E+00,6.63E+00,-0.001247,-0.022289,Healthy
0.984,-0.055,-0.125,-0.3648,2.048,1.2186,7.83E+00,6.63E+00,-0.000918,-0.022289,Healthy
0.988,0.039,-0.141,-0.0247,2.048,0.6394,7.83E+00,6.63E+00,0.000397,-0.022617,Healthy
1.043,-0.078,-0.164,-0.3203,1.8103,0.9723,7.83E+00,6.62E+00,0.000397,-0.022946,Healthy
0.965,-0.137,-0.148,-0.4645,1.7124,0.9956,7.83E+00,6.62E+00,0.001712,-0.023604,Healthy
1,0.039,-0.137,0.241,0.8564,1.0077,7.82E+00,6.62E+00,0.002369,-0.023275,Healthy
0.984,-0.047,-0.125,0.8979,0.3892,1.0171,7.82E+00,6.62E+00,0.002369,-0.023275,Healthy
0.957,-0.164,-0.148,0.3877,0.2054,1.1336,7.82E+00,6.61E+00,0.003027,-0.022289,Healthy
0.996,0.066,-0.133,0.0872,-0.4755,0.7731,7.82E+00,6.61E+00,0.003684,-0.021631,Healthy
1.023,-0.031,-0.125,0.0017,-1.0751,0.9273,7.82E+00,6.61E+00,0.003684,-0.02196,Healthy
0.953,-0.148,-0.152,-0.681,-2.0045,0.9248,7.81E+00,6.61E+00,0.004342,-0.021302,Healthy
1,0.125,-0.129,-0.4737,-1.903,0.5373,7.81E+00,6.60E+00,0.004671,-0.019987,Healthy
0.965,-0.012,-0.141,-0.5923,-1.2525,0.6864,7.81E+00,6.60E+00,0.004999,-0.020316,Healthy
0.965,-0.133,-0.156,-0.0431,-0.4707,1.305,7.81E+00,6.60E+00,0.005328,-0.01933,Healthy
0.992,0.141,-0.125,0.7925,1.0531,0.9088,7.81E+00,6.60E+00,0.005657,-0.018672,Healthy
1.016,0.008,-0.129,0.1549,1.3825,1.147,7.80E+00,6.59E+00,0.005328,-0.018672,Healthy
0.992,0.082,-0.113,0.2126,1.7622,0.9436,7.80E+00,6.59E+00,0.005657,-0.019001,Healthy
1.012,0.063,-0.125,-0.0121,2.048,0.9376,7.80E+00,6.59E+00,0.004999,-0.018343,Healthy
0.98,-0.086,-0.148,-0.0193,2.048,1.3662,7.80E+00,6.59E+00,0.004999,-0.019001,Healthy
0.98,-0.07,-0.117,0.0979,2.048,0.9534,7.80E+00,6.59E+00,0.005328,-0.019001,Healthy
1.023,0.063,-0.129,-0.2036,2.048,1.1717,7.79E+00,6.58E+00,0.005328,-0.018343,Healthy
0.977,-0.047,-0.156,-0.388,1.4401,0.5389,7.79E+00,6.58E+00,0.005657,-0.018343,Healthy
0.98,-0.105,-0.125,0.2859,1.383,0.7617,7.79E+00,6.58E+00,0.006643,-0.018343,Healthy
1.016,0.016,-0.133,-0.0732,1.9199,1.386,7.79E+00,6.58E+00,0.005986,-0.017357,Healthy
0.988,-0.023,-0.152,-0.0006,1.7827,1.0619,7.79E+00,6.57E+00,0.006972,-0.017357,Healthy
0.977,-0.102,-0.125,0.2986,-0.6884,0.6777,7.78E+00,6.57E+00,0.007958,-0.016042,Healthy
1.039,0.098,-0.125,-0.0253,-0.6541,1.3363,7.78E+00,6.57E+00,0.007958,-0.015384,Healthy
0.977,-0.004,-0.145,-0.0178,-1.332,0.8712,7.78E+00,6.57E+00,0.007958,-0.014398,Healthy
0.984,-0.078,-0.117,-0.0526,-1.7367,1.1547,7.78E+00,6.56E+00,0.008287,-0.014069,Healthy
1.047,0.109,-0.121,-0.086,-1.8772,1.178,7.78E+00,6.56E+00,0.008945,-0.013741,Healthy
0.992,0.012,-0.129,-0.0721,-1.7429,0.4829,7.77E+00,6.56E+00,0.008945,-0.013412,Healthy
1.027,0.086,-0.117,-0.3059,-1.4273,0.4636,7.77E+00,6.56E+00,0.009273,-0.012754,Healthy
0.984,0.109,-0.113,-0.5551,-1.18,1.1867,7.77E+00,6.55E+00,0.008616,-0.012754,Healthy
